Year,Series,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2018,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,11.0
2019,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,9.7
2021,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,5.0
2016,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,11.0
2018,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,8.9
2020,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,9.8
2010,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,14.2
2022,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,6.2
2016,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,8.9
2023,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,4.3
2015,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,7.8
2021,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,10.0
2019,Gender gap in employment,,,,,Karrantza Harana/Valle de Carranza,Percentage points,Karrantza Harana/Valle de Carranza,11.8
2022,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,1.5
2023,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,2.4
2019,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,0.9
2021,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,2.4
2010,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,13.3
2015,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,10.0
2016,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,8.6
2020,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,2.2
2018,Gender gap in employment,,,,,Kortezubi,Percentage points,Kortezubi,7.6
2016,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,8.4
2020,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,21.1
2023,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,12.3
2019,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,24.1
2022,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,6.2
2010,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,17.7
2015,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,14.2
2021,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,5.7
2018,Gender gap in employment,,,,,Kripan,Percentage points,Kripan,19.4
2020,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,3.7
2015,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,-0.9
2021,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,9.9
2022,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,8.1
2010,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,15.7
2018,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,13.6
2016,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,0.1
2019,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,10.1
2023,Gender gap in employment,,,,,Kuartango,Percentage points,Kuartango,8.2
2019,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,7.0
2010,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,9.1
2023,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,9.4
2015,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,10.3
2022,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,9.0
2021,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,6.6
2020,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,7.0
2016,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,11.2
2018,Gender gap in employment,,,,,Labastida/Bastida,Percentage points,Labastida/Bastida,7.3
2010,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,9.7
2016,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,21.3
2018,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,7.6
2019,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,5.2
2022,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,1.0
2015,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,22.8
2020,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,-6.0
2023,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,12.4
2021,Gender gap in employment,,,,,Lagrán,Percentage points,Lagrán,4.3
2020,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,5.4
2022,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,4.4
2021,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,6.4
2023,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,2.6
2018,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,7.7
2019,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,6.3
2016,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,6.9
2015,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,10.3
2010,Gender gap in employment,,,,,Laguardia,Percentage points,Laguardia,12.3
2015,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,20.2
2018,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,18.9
2010,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,26.1
2021,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,17.0
2020,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,19.0
2016,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,18.9
2019,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,26.8
2023,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,17.8
2022,Gender gap in employment,,,,,Lanciego/Lantziego,Percentage points,Lanciego/Lantziego,17.9
2015,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,-1.3
2022,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,-7.4
2023,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,-13.1
2010,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,-8.3
2016,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,0.4
2020,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,4.0
2019,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,3.8
2021,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,2.6
2018,Gender gap in employment,,,,,Lanestosa,Percentage points,Lanestosa,2.1
2015,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,8.6
2023,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,12.1
2022,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,11.3
2016,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,5.8
2018,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,11.6
2020,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,10.4
2019,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,8.8
2010,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,12.6
2021,Gender gap in employment,,,,,Lantarón,Percentage points,Lantarón,14.5
2015,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,9.2
2020,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,9.7
2023,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,8.7
2018,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,13.9
2010,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,8.4
2022,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,7.2
2016,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,9.4
2021,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,17.7
2019,Gender gap in employment,,,,,Lapuebla de Labarca,Percentage points,Lapuebla de Labarca,16.8
2015,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,1.2
2022,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,-0.7
2018,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,2.6
2010,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,5.0
2021,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,-1.0
2019,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,3.2
2023,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,1.3
2020,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,0.0
2016,Gender gap in employment,,,,,Larrabetzu,Percentage points,Larrabetzu,2.5
2023,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,4.0
2016,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,12.1
2018,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,7.6
2022,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,-6.8
2015,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,13.4
2019,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,6.8
2010,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,10.4
2020,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,6.1
2021,Gender gap in employment,,,,,Larraul,Percentage points,Larraul,1.2
2016,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,7.5
2021,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,5.6
2019,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,6.2
2015,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,7.8
2023,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,4.1
2018,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,6.9
2010,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,15.3
2020,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,5.8
2022,Gender gap in employment,,,,,Lasarte-Oria,Percentage points,Lasarte-Oria,5.3
2023,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,7.9
2019,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,11.0
2022,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,8.4
2015,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,11.9
2020,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,10.0
2016,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,13.1
2010,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,16.1
2021,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,8.7
2018,Gender gap in employment,,,,,Laudio/Llodio,Percentage points,Laudio/Llodio,11.7
2016,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,8.3
2022,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,9.3
2021,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,7.0
2010,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,9.2
2023,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,3.8
2015,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,4.0
2018,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,5.5
2020,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,3.6
2019,Gender gap in employment,,,,,Laukiz,Percentage points,Laukiz,2.6
2023,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,9.3
2022,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,10.8
2016,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,14.7
2018,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,14.6
2020,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,11.0
2010,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,18.0
2021,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,11.4
2015,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,14.1
2019,Gender gap in employment,,,,,Lazkao,Percentage points,Lazkao,13.3
2016,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,15.0
2021,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,17.2
2010,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,15.2
2019,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,12.9
2018,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,16.2
2022,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,6.1
2015,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,23.8
2023,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,9.1
2020,Gender gap in employment,,,,,Leaburu,Percentage points,Leaburu,17.1
2020,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,11.0
2023,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,9.0
2010,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,12.5
2016,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,12.3
2021,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,9.5
2018,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,12.8
2019,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,11.4
2022,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,9.9
2015,Gender gap in employment,,,,,Legazpi,Percentage points,Legazpi,11.7
2020,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,5.2
2018,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,7.9
2010,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,10.3
2016,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,8.8
2022,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,5.9
2023,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,4.8
2019,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,4.4
2015,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,7.3
2021,Gender gap in employment,,,,,Legorreta,Percentage points,Legorreta,4.4
2010,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,16.7
2022,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,5.7
2020,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,10.6
2015,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,9.7
2019,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,11.1
2021,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,8.6
2018,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,12.1
2016,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,9.2
2023,Gender gap in employment,,,,,Legutio,Percentage points,Legutio,10.2
2023,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,2.0
2022,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,9.0
2020,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,15.0
2019,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,13.5
2015,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,0.7
2021,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,10.4
2018,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,9.5
2016,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,5.6
2010,Gender gap in employment,,,,,Leintz-Gatzaga,Percentage points,Leintz-Gatzaga,11.8
2018,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,6.8
2010,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,10.8
2020,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,5.4
2015,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,7.4
2021,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,4.6
2022,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,3.5
2023,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,3.6
2019,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,6.7
2016,Gender gap in employment,,,,,Leioa,Percentage points,Leioa,8.6
2021,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,0.1
2020,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,1.7
2018,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,2.8
2016,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,3.6
2023,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,1.0
2019,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,2.4
2010,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,10.7
2015,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,4.0
2022,Gender gap in employment,,,,,Lekeitio,Percentage points,Lekeitio,1.6
2015,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,10.2
2019,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,8.9
2022,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,6.6
2021,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,6.6
2020,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,8.1
2016,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,11.0
2010,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,14.7
2023,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,5.2
2018,Gender gap in employment,,,,,Lemoa,Percentage points,Lemoa,11.9
2019,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,7.8
2010,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,6.1
2023,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,2.3
2018,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,4.6
2021,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,-1.2
2022,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,0.5
2020,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,3.5
2015,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,-1.2
2016,Gender gap in employment,,,,,Lemoiz,Percentage points,Lemoiz,0.5
