Year,Series,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,4.8
2018,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,5.6
2023,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,2.8
2021,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,4.0
2020,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,4.1
2022,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,3.4
2010,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,10.3
2015,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,4.1
2016,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,1.7
2018,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,3.2
2023,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,1.9
2020,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,2.9
2010,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,10.9
2021,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,9.3
2022,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,2.1
2019,Brecha de género en la ocupación,,,,,Busturia,Puntos porcentuales,Busturia,4.4
2010,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,20.2
2018,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,5.9
2021,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,6.2
2022,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,8.7
2019,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,7.3
2020,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,7.9
2016,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,5.4
2015,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,5.5
2023,Brecha de género en la ocupación,,,,,Campezo/Kanpezu,Puntos porcentuales,Campezo/Kanpezu,8.8
2020,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,8.7
2019,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,6.9
2015,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,6.6
2021,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,7.7
2018,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,9.1
2022,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,6.5
2010,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,11.0
2023,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,7.6
2016,Brecha de género en la ocupación,,,,,Deba,Puntos porcentuales,Deba,7.9
2015,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,6.0
2020,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,4.5
2018,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,8.3
2010,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,11.9
2021,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,5.5
2019,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,4.8
2022,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,5.0
2016,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,5.1
2023,Brecha de género en la ocupación,,,,,Derio,Puntos porcentuales,Derio,5.1
2022,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,-0.9
2020,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,0.5
2016,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,5.9
2023,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,1.3
2018,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,4.3
2015,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,4.0
2021,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,5.3
2019,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,3.3
2010,Brecha de género en la ocupación,,,,,Dima,Puntos porcentuales,Dima,3.4
2010,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,7.5
2021,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,2.2
2023,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,1.3
2015,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,3.0
2018,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,3.5
2016,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,3.7
2022,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,1.6
2020,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,3.1
2019,Brecha de género en la ocupación,,,,,Donostia / San Sebastián,Puntos porcentuales,Donostia / San Sebastián,3.5
2023,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,4.7
2019,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,6.6
2021,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,4.4
2018,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,7.7
2016,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,8.4
2022,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,5.3
2015,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,7.9
2020,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,5.3
2010,Brecha de género en la ocupación,,,,,Durango,Puntos porcentuales,Durango,12.1
2022,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,5.7
2019,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,10.7
2021,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,3.8
2016,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,11.7
2023,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,6.1
2010,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,17.0
2015,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,12.1
2018,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,18.4
2020,Brecha de género en la ocupación,,,,,Ea,Puntos porcentuales,Ea,6.9
2019,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,8.7
2021,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,6.0
2018,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,8.5
2016,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,9.0
2020,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,7.3
2022,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,6.0
2015,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,7.8
2023,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,6.0
2010,Brecha de género en la ocupación,,,,,Eibar,Puntos porcentuales,Eibar,12.8
2023,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,2.7
2010,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,7.1
2021,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,1.0
2015,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,-6.1
2016,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,0.5
2022,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,3.5
2019,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,8.7
2020,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,0.9
2018,Brecha de género en la ocupación,,,,,Elantxobe,Puntos porcentuales,Elantxobe,9.7
2010,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,15.6
2022,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,-2.8
2015,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,7.1
2016,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,2.9
2020,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,5.3
2023,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,2.4
2018,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,-2.4
2021,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,1.2
2019,Brecha de género en la ocupación,,,,,Elburgo/Burgelu,Puntos porcentuales,Elburgo/Burgelu,5.6
2010,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,22.4
2022,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,5.2
2018,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,14.4
2020,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,13.0
2019,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,15.7
2015,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,8.2
2021,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,11.8
2023,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,6.7
2016,Brecha de género en la ocupación,,,,,Elciego,Puntos porcentuales,Elciego,16.9
2018,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,-9.7
2010,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,22.3
2020,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,0.9
2015,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,9.5
2019,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,1.3
2022,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,8.0
2016,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,0.5
2021,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,5.2
2023,Brecha de género en la ocupación,,,,,Elduain,Puntos porcentuales,Elduain,7.5
2019,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,4.9
2020,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,1.8
2021,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,4.5
2022,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,2.0
2010,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,11.5
2015,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,9.3
2016,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,5.3
2023,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,4.7
2018,Brecha de género en la ocupación,,,,,Elgeta,Puntos porcentuales,Elgeta,6.6
2022,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,8.4
2018,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,12.1
2010,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,14.4
2021,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,9.2
2023,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,8.5
2016,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,12.2
2020,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,10.7
2015,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,11.3
2019,Brecha de género en la ocupación,,,,,Elgoibar,Puntos porcentuales,Elgoibar,11.0
2015,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,9.1
2018,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,6.9
2016,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,8.8
2023,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,3.9
2019,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,7.9
2021,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,4.9
2022,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,5.8
2010,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,14.0
2020,Brecha de género en la ocupación,,,,,Elorrio,Puntos porcentuales,Elorrio,7.6
2019,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,18.7
2022,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,5.5
2018,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,17.2
2016,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,14.0
2020,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,12.7
2023,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,-1.9
2010,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,14.3
2021,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,8.8
2015,Brecha de género en la ocupación,,,,,Elvillar/Bilar,Puntos porcentuales,Elvillar/Bilar,15.1
2010,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,15.1
2023,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,5.4
2019,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,7.1
2015,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,6.6
2018,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,6.7
2020,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,6.0
2021,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,5.4
2016,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,7.6
2022,Brecha de género en la ocupación,,,,,Erandio,Puntos porcentuales,Erandio,4.7
2020,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,1.7
2019,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,-1.7
2010,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,13.3
2016,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,1.9
2018,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,-0.4
2023,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,3.4
2021,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,-4.8
2022,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,3.3
2015,Brecha de género en la ocupación,,,,,Ereño,Puntos porcentuales,Ereño,0.4
2016,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,13.5
2020,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,10.5
2022,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,11.3
2015,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,12.9
2023,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,10.8
2021,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,11.9
2010,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,17.6
2019,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,11.8
2018,Brecha de género en la ocupación,,,,,Ermua,Puntos porcentuales,Ermua,12.7
2018,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,6.0
2023,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,3.7
2021,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,5.0
2010,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,12.2
2016,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,6.8
2022,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,4.0
2015,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,5.6
2019,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,6.1
2020,Brecha de género en la ocupación,,,,,Errenteria,Puntos porcentuales,Errenteria,5.4
2023,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,0.3
2015,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,6.5
2019,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,-1.7
2016,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,-0.5
2010,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,11.5
2020,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,-6.8
2022,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,-4.1
2021,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,-1.8
2018,Brecha de género en la ocupación,,,,,Errezil,Puntos porcentuales,Errezil,3.4
2015,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,12.4
2021,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,2.7
2010,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,7.7
2016,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,14.8
2019,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,12.1
2022,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,-0.4
2018,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,15.7
2020,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,5.2
2023,Brecha de género en la ocupación,,,,,Erriberagoitia/Ribera Alta,Puntos porcentuales,Erriberagoitia/Ribera Alta,2.8
2018,Brecha de género en la ocupación,,,,,Errigoiti,Puntos porcentuales,Errigoiti,0.6
2010,Brecha de género en la ocupación,,,,,Errigoiti,Puntos porcentuales,Errigoiti,10.8
