Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,54.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,60.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,57.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,54.5
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,53.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,56.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,53.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,54.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,52.4
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,59.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,53.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mendexa,%,Mendexa,58.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,56.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,60.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,55.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,55.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,57.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,51.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,54.1
2018,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,54.2
2022,Tasa de ocupación,16 años y más,Hombre,,,,Meñaka,%,Meñaka,53.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,54.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,60.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,54.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,59.7
2015,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,45.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,45.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,57.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,39.8
2018,Tasa de ocupación,16 años y más,Hombre,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,50.0
2022,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,56.5
2018,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,56.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,63.0
2016,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,56.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,52.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,55.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,56.5
2015,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,57.8
2023,Tasa de ocupación,16 años y más,Hombre,,,,Morga,%,Morga,57.0
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,49.7
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,50.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,51.3
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,49.7
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,53.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,51.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,51.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,51.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mundaka,%,Mundaka,51.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,56.7
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,58.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,60.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,56.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,58.1
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,59.1
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,57.6
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,58.6
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mungia,%,Mungia,57.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,49.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.6
2022,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,48.6
2023,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,49.3
2010,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,59.1
2020,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,50.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,61.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,58.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,66.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,54.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,68.5
2021,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,56.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,63.4
2018,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,69.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Murueta,%,Murueta,59.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,57.4
2022,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,56.9
2019,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,57.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,59.6
2023,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,57.3
2021,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,54.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,56.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,55.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Muskiz,%,Muskiz,54.5
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,60.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,55.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,65.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,65.8
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,65.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,62.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,66.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,65.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mutiloa,%,Mutiloa,62.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,57.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,55.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,55.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,57.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,54.7
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,55.3
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,54.0
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,53.8
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mutriku,%,Mutriku,55.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,53.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,54.5
2019,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,54.5
2021,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,52.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,53.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,52.4
2018,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,52.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,53.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Muxika,%,Muxika,53.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,60.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,58.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,59.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,60.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,63.0
2016,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,61.3
2010,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,57.7
2019,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,55.1
2015,Tasa de ocupación,16 años y más,Hombre,,,,Nabarniz,%,Nabarniz,53.5
2016,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,45.5
2021,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,53.5
2015,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,53.8
2010,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,59.8
2018,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,57.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,56.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,57.8
2019,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,63.2
2022,Tasa de ocupación,16 años y más,Hombre,,,,Navaridas,%,Navaridas,62.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,58.3
2021,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,59.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,57.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,60.4
2022,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,60.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,59.9
2018,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,60.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,60.7
2010,Tasa de ocupación,16 años y más,Hombre,,,,Oiartzun,%,Oiartzun,61.8
2019,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,61.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,60.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,60.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,58.9
2023,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,62.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,58.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,62.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,61.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Okondo,%,Okondo,62.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,57.3
2023,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,56.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,55.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,58.5
2015,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,54.5
2016,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,55.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,55.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,50.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Olaberria,%,Olaberria,57.5
2020,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,49.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,46.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,50.3
2023,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,51.3
2021,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,47.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,48.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,49.9
2015,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,46.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Ondarroa,%,Ondarroa,49.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,55.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,55.7
2021,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,55.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,56.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,58.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,56.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,56.7
2010,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,57.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Oñati,%,Oñati,57.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,57.0
2022,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,58.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,59.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,59.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,53.7
2019,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,60.0
2016,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,55.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,58.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Ordizia,%,Ordizia,58.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,69.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,74.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,70.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,73.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,59.5
2020,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,66.7
2015,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,65.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,66.7
2021,Tasa de ocupación,16 años y más,Hombre,,,,Orendain,%,Orendain,71.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,63.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,66.7
2021,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,61.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,56.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,57.1
2019,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,66.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,67.4
2018,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,56.8
2015,Tasa de ocupación,16 años y más,Hombre,,,,Orexa,%,Orexa,63.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,59.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,61.5
2016,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,57.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,57.4
2022,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,61.7
2020,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,59.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,59.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,56.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Orio,%,Orio,59.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,55.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,60.7
2021,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,56.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,58.1
2023,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,54.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,57.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,62.5
2020,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,57.1
2015,Tasa de ocupación,16 años y más,Hombre,,,,Ormaiztegi,%,Ormaiztegi,58.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,54.6
2018,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,56.2
2016,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,57.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,58.2
2022,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,55.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,60.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,57.4
2020,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,56.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Orozko,%,Orozko,56.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,52.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,53.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,54.9
2010,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,57.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,55.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,50.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,52.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,51.5
2019,Tasa de ocupación,16 años y más,Hombre,,,,Ortuella,%,Ortuella,53.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,56.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,57.3
2019,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,58.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,59.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,57.3
2022,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,59.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,59.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,59.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Otxandio,%,Otxandio,59.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,51.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,52.9
2019,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,54.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,57.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,57.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,50.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,52.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,55.0
2016,Tasa de ocupación,16 años y más,Hombre,,,,Oyón-Oion,%,Oyón-Oion,50.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,51.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,54.4
2022,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,56.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,54.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,57.6
2021,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,54.9
2019,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,55.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,51.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Pasaia,%,Pasaia,55.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,55.6
2023,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,61.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,60.1
2021,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,60.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,62.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,60.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,55.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,58.9
2019,Tasa de ocupación,16 años y más,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,59.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,56.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,54.9
2018,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,57.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,55.1
2020,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,54.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,55.3
2022,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,55.2
2016,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,55.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Plentzia,%,Plentzia,59.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,51.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,50.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,50.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,50.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,49.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,48.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Portugalete,%,Portugalete,48.7
